player,base_price,type,cost_in_₹_(cr.),cost_in_$_(000),2022_squad,team,base_price_in_₹,base_price_in_$,base_price_status,base_price_status_$
Shamshuzama Kazi,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Ayaz Khan,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Amit Pachhara,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Akul Pandove,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Garv Sangwan,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Shubham Sharma,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Amit Yadav,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Amit Ali,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Rishabh Chauhan,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Matthew Forde,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Sammar Gajjar,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Rajneesh Gurbani,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Divyansh Joshi,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Dhruv Patel,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Jack Prestwidge,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Aditya Sarvate,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Sagar Solanki,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Prenelan Subrayen,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
