player,base_price,type,cost_in_₹_(cr.),cost_in_$_(000),2022_squad,team,base_price_in_₹,base_price_in_$,base_price_status,base_price_status_$
Shivam Mavi,4000000,BOWLER,6.0,720.0,KKR,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
Joshua Little,5000000,BOWLER,4.4,528.0,Not in Squad,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
Kane Williamson,20000000,BATSMAN,2.0,240.0,SRH,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
K.S. Bharat,2000000,WICKETKEEPER,1.2,144.0,DC,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
Mohit Sharma,5000000,BOWLER,0.5,60.0,Not in Squad,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
Odean Smith,5000000,ALL-ROUNDER,0.5,60.0,PBKS,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
Urvil Patel,2000000,WICKETKEEPER,0.2,24.0,Not in Squad,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
Rahul Tewatia,Retained,ALL-ROUNDER,,,GT,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
Pradeep Sangwan,Retained,ALL-ROUNDER,,,GT,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
Rashid Khan,Retained,BOWLER,,,GT,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
R. Sai Kishore,Retained,BOWLER,,,GT,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
Yash Dayal,Retained,BOWLER,,,GT,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
Noor Ahmad,Retained,BOWLER,,,GT,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
Wriddhiman Saha,Retained,WICKETKEEPER,,,GT,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
Vijay Shankar,Retained,ALL-ROUNDER,,,GT,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
Shubman Gill,Retained,BATSMAN,,,GT,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
Hardik Pandya,Retained,ALL-ROUNDER,,,GT,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
B. Sai Sudharsan,Retained,ALL-ROUNDER,,,GT,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
Alzarri Joseph,Retained,BOWLER,,,GT,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
Abhinav Sadarangani,Retained,BATSMAN,,,GT,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
Darshan Nalkande,Retained,ALL-ROUNDER,,,GT,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
David Miller,Retained,BATSMAN,,,GT,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
Matthew Wade,Retained,WICKETKEEPER,,,GT,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
Jayant Yadav,Retained,ALL-ROUNDER,,,GT,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
Mohammad Shami,Retained,BOWLER,,,GT,Gujarat Titans,0.0,0.0,Not Declared,Not Declared
Ben Stokes,20000000,ALL-ROUNDER,16.25,1950.0,Not in Squad,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Kyle Jamieson,10000000,BOWLER,1.0,120.0,Not in Squad,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Nishant Sindhu,2000000,ALL-ROUNDER,0.6,72.0,Not in Squad,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Ajinkya Rahane,5000000,BATSMAN,0.5,60.0,KKR,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Bhagath Varma,2000000,ALL-ROUNDER,0.2,24.0,CSK,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Ajay Mandal,2000000,ALL-ROUNDER,0.2,24.0,Not in Squad,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Shaik Rasheed,2000000,BATSMAN,0.2,24.0,Not in Squad,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Ravindra Jadeja,Retained,ALL-ROUNDER,,,CSK,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Rajvardhan Hangargekar,Retained,ALL-ROUNDER,,,CSK,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Prashant Solanki,Retained,BOWLER,,,CSK,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Ruturaj Gaikwad,Retained,BATSMAN,,,CSK,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Tushar Deshpande,Retained,BOWLER,,,CSK,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Mukesh Choudhary,Retained,BOWLER,,,CSK,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Subhranshu Senapati,Retained,BATSMAN,,,CSK,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Simarjeet Singh,Retained,BOWLER,,,CSK,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Shivam Dube,Retained,ALL-ROUNDER,,,CSK,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Matheesha Pathirana,Retained,BOWLER,,,CSK,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Devon Conway,Retained,BATSMAN,,,CSK,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Deepak Chahar,Retained,BOWLER,,,CSK,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Ambati Rayudu,Retained,BATSMAN,,,CSK,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Dwaine Pretorius,Retained,ALL-ROUNDER,,,CSK,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Maheesh Theekshana,Retained,BOWLER,,,CSK,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Moeen Ali,Retained,ALL-ROUNDER,,,CSK,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Mitchell Santner,Retained,ALL-ROUNDER,,,CSK,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
MS Dhoni,Retained,WICKETKEEPER,,,CSK,Chennai Super Kings,0.0,0.0,Not Declared,Not Declared
Mukesh Kumar,2000000,BOWLER,5.5,660.0,Not in Squad,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Rilee Rossouw,20000000,BATSMAN,4.6,552.0,Not in Squad,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Manish Pandey,10000000,BATSMAN,2.4,288.0,LSG,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Phil Salt,20000000,WICKETKEEPER,2.0,240.0,Not in Squad,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Ishant Sharma,5000000,BOWLER,0.5,60.0,Not in Squad,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Ripal Patel,Retained,ALL-ROUNDER,,,DC,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Pravin Dubey,Retained,ALL-ROUNDER,,,DC,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Rishabh Pant,Retained,WICKETKEEPER,,,DC,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Prithvi Shaw,Retained,BATSMAN,,,DC,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Syed Khaleel Ahmed,Retained,BOWLER,,,DC,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Yash Dhull,Retained,ALL-ROUNDER,,,DC,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Vicky Ostwal,Retained,ALL-ROUNDER,,,DC,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Mustafizur Rahman,Retained,BOWLER,,,DC,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Sarfaraz Khan,Retained,ALL-ROUNDER,,,DC,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Rovman Powell,Retained,BATSMAN,,,DC,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Lalit Yadav,Retained,ALL-ROUNDER,,,DC,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Axar Patel,Retained,ALL-ROUNDER,,,DC,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Anrich Nortje,Retained,BOWLER,,,DC,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Aman Khan (T),Retained,ALL-ROUNDER,,,DC,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Chetan Sakariya,Retained,BOWLER,,,DC,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
David Warner,Retained,BATSMAN,,,DC,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Lungisani Ngidi,Retained,BOWLER,,,DC,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Kuldeep Yadav,Retained,BOWLER,,,DC,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Kamlesh Nagarkoti,Retained,ALL-ROUNDER,,,DC,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Mitchell Marsh,Retained,ALL-ROUNDER,,,DC,Delhi Capitals,0.0,0.0,Not Declared,Not Declared
Shakib Al Hasan,1500000,ALL-ROUNDER,1.5,180.0,Not in Squad,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
David Wiese,10000000,ALL-ROUNDER,1.0,120.0,Not in Squad,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
N. Jagadeesan,2000000,WICKETKEEPER,0.9,108.0,CSK,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
Vaibhav Arora,2000000,BOWLER,0.6,72.0,PBKS,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
Litton Das,5000000,WICKETKEEPER,0.5,60.0,Not in Squad,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
Mandeep Singh,5000000,BATSMAN,0.5,60.0,DC,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
Kulwant Khejroliya,2000000,BOWLER,0.2,24.0,Not in Squad,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
Suyash Sharma,2000000,BOWLER,0.2,24.0,Not in Squad,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
Sunil Narine,Retained,BOWLER,,,KKR,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
Shreyas Iyer,Retained,BATSMAN,,,KKR,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
Tim Southee,Retained,BOWLER,,,KKR,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
Umesh Yadav,Retained,BOWLER,,,KKR,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
Varun Chakaravarthy,Retained,BOWLER,,,KKR,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
Shardul Thakur (T),Retained,BOWLER,,,KKR,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
Venkatesh Iyer,Retained,ALL-ROUNDER,,,KKR,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
Harshit Rana,Retained,BOWLER,,,KKR,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
Anukul Roy,Retained,ALL-ROUNDER,,,KKR,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
Andre Russell,Retained,ALL-ROUNDER,,,KKR,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
Lockie Ferguson (T),Retained,BOWLER,,,KKR,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
Nitish Rana,Retained,ALL-ROUNDER,,,KKR,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
Rahmanullah Gurbaz (T),Retained,WICKETKEEPER,,,KKR,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
Rinku Singh,Retained,BATSMAN,,,KKR,Kolkata Knight Riders,0.0,0.0,Not Declared,Not Declared
Sam Curran,20000000,ALL-ROUNDER,18.5,2220.0,Not in Squad,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Sikandar Raza,5000000,ALL-ROUNDER,0.5,60.0,Not in Squad,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Harpreet Bhatia,2000000,BATSMAN,0.4,48.0,Not in Squad,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Mohit Rathee,2000000,ALL-ROUNDER,0.2,24.0,Not in Squad,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Vidwath Kaverappa,2000000,BOWLER,0.2,24.0,Not in Squad,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Shivam Singh,5000000,WICKETKEEPER,0.2,24.0,Not in Squad,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Liam Livingstone,Retained,ALL-ROUNDER,,,PBKS,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Baltej Singh Dhanda,Retained,BOWLER,,,PBKS,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Atharva Taide,Retained,ALL-ROUNDER,,,PBKS,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Bhanuka Rajapakse,Retained,BATSMAN,,,PBKS,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Jitesh Sharma,Retained,WICKETKEEPER,,,PBKS,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Nathan Ellis,Retained,BOWLER,,,PBKS,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Jonny Bairstow,Retained,WICKETKEEPER,,,PBKS,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Kagiso Rabada,Retained,BOWLER,,,PBKS,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Harpreet Brar,Retained,ALL-ROUNDER,,,PBKS,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Shahrukh Khan,Retained,ALL-ROUNDER,,,PBKS,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Shikhar Dhawan,Retained,BATSMAN,,,PBKS,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Rahul Chahar,Retained,BOWLER,,,PBKS,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Arshdeep Singh,Retained,BOWLER,,,PBKS,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Prabhsimran Singh,Retained,WICKETKEEPER,,,PBKS,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Raj Angad Bawa,Retained,ALL-ROUNDER,,,PBKS,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Rishi Dhawan,Retained,ALL-ROUNDER,,,PBKS,Punjab Kings,0.0,0.0,Not Declared,Not Declared
Nicholas Pooran,20000000,WICKETKEEPER,16.0,1920.0,SRH,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Daniel Sams,7500000,ALL-ROUNDER,0.75,90.0,MI,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Jaydev Unadkat,5000000,BOWLER,0.5,60.0,MI,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Naveen Ul Haq,5000000,BOWLER,0.5,60.0,Not in Squad,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Amit Mishra,5000000,BOWLER,0.5,60.0,Not in Squad,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Romario Shepherd,5000000,ALL-ROUNDER,0.5,60.0,SRH,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Yash Thakur,2000000,BOWLER,0.45,54.0,Not in Squad,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Swapnil Singh,2000000,ALL-ROUNDER,0.2,24.0,Not in Squad,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Yudhvir Charak,2000000,ALL-ROUNDER,0.2,24.0,Not in Squad,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Prerak Mankad,2000000,ALL-ROUNDER,0.2,24.0,PBKS,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Mark Wood,Retained,BOWLER,,,LSG,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Marcus Stoinis,Retained,ALL-ROUNDER,,,LSG,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Mayank Yadav,Retained,BOWLER,,,LSG,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Mohsin Khan,Retained,BOWLER,,,LSG,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Quinton De Kock,Retained,WICKETKEEPER,,,LSG,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Manan Vohra,Retained,BATSMAN,,,LSG,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Ravi Bishnoi,Retained,BOWLER,,,LSG,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Deepak Hooda,Retained,ALL-ROUNDER,,,LSG,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Ayush Badoni,Retained,ALL-ROUNDER,,,LSG,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Avesh Khan,Retained,BOWLER,,,LSG,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
K. Gowtham,Retained,ALL-ROUNDER,,,LSG,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Karan Sharma,Retained,ALL-ROUNDER,,,LSG,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Krunal Pandya,Retained,ALL-ROUNDER,,,LSG,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
KL Rahul,Retained,BATSMAN,,,LSG,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Kyle Mayers,Retained,ALL-ROUNDER,,,LSG,Lucknow Super Giants,0.0,0.0,Not Declared,Not Declared
Cameron Green,20000000,ALL-ROUNDER,17.5,2100.0,Not in Squad,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Jhye Richardson,1500000,BOWLER,1.5,180.0,Not in Squad,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Piyush Chawla,5000000,BOWLER,0.5,60.0,Not in Squad,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Raghav Goyal,2000000,BOWLER,0.2,24.0,Not in Squad,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Shams Mulani,2000000,ALL-ROUNDER,0.2,24.0,Not in Squad,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Nehal Wadhera,2000000,ALL-ROUNDER,0.2,24.0,Not in Squad,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Vishnu Vinod,2000000,WICKETKEEPER,0.2,24.0,SRH,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Duan Jansen,2000000,ALL-ROUNDER,0.2,24.0,Not in Squad,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Ramandeep Singh,Retained,ALL-ROUNDER,,,MI,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
N. Tilak Varma,Retained,ALL-ROUNDER,,,MI,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Mohd. Arshad Khan,Retained,ALL-ROUNDER,,,MI,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Rohit Sharma,Retained,BATSMAN,,,MI,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Suryakumar Yadav,Retained,BATSMAN,,,MI,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Kumar Kartikeya Singh,Retained,ALL-ROUNDER,,,MI,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Tristan Stubbs*,Retained,WICKETKEEPER,,,MI,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Tim David,Retained,ALL-ROUNDER,,,MI,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Hrithik Shokeen,Retained,ALL-ROUNDER,,,MI,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Arjun Tendulkar,Retained,ALL-ROUNDER,,,MI,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Akash Madhwal,Retained,BOWLER,,,MI,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Dewald Brevis,Retained,BATSMAN,,,MI,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Ishan Kishan,Retained,WICKETKEEPER,,,MI,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Jasprit Bumrah,Retained,BOWLER,,,MI,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Jason Behrendorff (T),Retained,BOWLER,,,MI,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Jofra Archer,Retained,ALL-ROUNDER,,,MI,Mumbai Indians,0.0,0.0,Not Declared,Not Declared
Will Jacks,1500000,BATSMAN,3.2,384.0,Not in Squad,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Reece Topley,7500000,BOWLER,1.9,228.0,Not in Squad,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Rajan Kumar,2000000,BOWLER,0.7,84.0,Not in Squad,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Avinash Singh,2000000,BOWLER,0.6,72.0,Not in Squad,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Manoj Bhandage,2000000,ALL-ROUNDER,0.2,24.0,Not in Squad,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Sonu Yadav,2000000,ALL-ROUNDER,0.2,24.0,Not in Squad,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Himanshu Sharma,2000000,BOWLER,0.2,24.0,Not in Squad,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Rajat Patidar,Retained,BATSMAN,,,RCB,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Mahipal Lomror,Retained,BOWLER,,,RCB,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Shahbaz Ahamad,Retained,ALL-ROUNDER,,,RCB,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Mohammed Siraj,Retained,BOWLER,,,RCB,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Wanindu Hasaranga,Retained,ALL-ROUNDER,,,RCB,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Karn Sharma,Retained,BOWLER,,,RCB,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Virat Kohli,Retained,BATSMAN,,,RCB,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Suyash Prabhudessai,Retained,ALL-ROUNDER,,,RCB,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Siddharth Kaul,Retained,BOWLER,,,RCB,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Finn Allen,Retained,BATSMAN,,,RCB,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
David Willey,Retained,ALL-ROUNDER,,,RCB,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Anuj Rawat,Retained,WICKETKEEPER,,,RCB,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Akash Deep,Retained,BOWLER,,,RCB,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Dinesh Karthik,Retained,WICKETKEEPER,,,RCB,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Faf Du Plessis,Retained,BATSMAN,,,RCB,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Harshal Patel,Retained,ALL-ROUNDER,,,RCB,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Glenn Maxwell,Retained,ALL-ROUNDER,,,RCB,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Josh Hazlewood,Retained,BOWLER,,,RCB,Royal Challengers Bangalore,0.0,0.0,Not Declared,Not Declared
Jason Holder,20000000,ALL-ROUNDER,5.75,690.0,LSG,Rajasthan Royals,0.0,0.0,Not Declared,Not Declared
Adam Zampa,1500000,BOWLER,1.5,180.0,Not in Squad,Rajasthan Royals,0.0,0.0,Not Declared,Not Declared
Joe Root,10000000,BATSMAN,1.0,120.0,Not in Squad,Rajasthan Royals,0.0,0.0,Not Declared,Not Declared
Donovan Ferreira,2000000,WICKETKEEPER,0.5,60.0,Not in Squad,Rajasthan Royals,0.0,0.0,Not Declared,Not Declared
K.M. Asif,3000000,BOWLER,0.3,36.0,CSK,Rajasthan Royals,0.0,0.0,Not Declared,Not Declared
Kunal Rathore,2000000,WICKETKEEPER,0.2,24.0,Not in Squad,Rajasthan Royals,0.0,0.0,Not Declared,Not Declared
Abdul P A,2000000,ALL-ROUNDER,0.2,24.0,Not in Squad,Rajasthan Royals,0.0,0.0,Not Declared,Not Declared
Akash Vashisht,2000000,ALL-ROUNDER,0.2,24.0,Not in Squad,Rajasthan Royals,0.0,0.0,Not Declared,Not Declared
Murugan Ashwin,2000000,BOWLER,0.2,24.0,MI,Rajasthan Royals,0.0,0.0,Not Declared,Not Declared
